140	1.2	1
-3.141593	1.812176	0.656819
0.000000	0.000000	0.000000
5SX4_antibody_no.pdb	-16.218	-7.096	36.669
5SX4_EGFR_no.pdb	31.689	16.311	-63.465
-1.570796	1.247695	1.809890	112	137	103	1.495
-1.832596	1.247695	1.809890	111	0	103	0.975
-2.356194	1.113094	-0.272241	109	134	105	0.975
-2.617994	2.187132	-0.479875	119	125	105	0.975
-0.785398	1.510910	-0.740472	104	114	124	0.909
0.523599	2.001437	0.381215	121	3	99	0.909
-2.356194	2.760637	2.781135	116	130	106	0.843
-1.570796	1.168678	2.108595	121	129	101	0.748
-3.141593	0.370812	-2.547742	109	126	116	0.748
0.261799	2.001437	0.381215	108	135	107	0.748
0.523599	0.290380	-0.796960	119	138	103	0.748
1.047198	1.545873	-1.877082	116	130	101	0.748
2.356194	2.104282	-0.813972	110	139	101	0.748
0.000000	0.992645	-1.723759	112	134	101	0.748
-1.832596	2.404280	-0.174044	6	92	124	0.748
-1.308997	1.741644	-2.695914	118	136	112	0.748
1.047198	2.592629	0.909713	110	139	103	0.748
-2.617994	0.929350	-2.910676	123	2	106	0.748
0.261799	2.295480	1.008277	9	110	116	0.748
2.356194	1.606104	-0.451151	119	26	101	0.748
0.261799	0.290380	-0.796960	118	0	103	0.748
-2.356194	2.664082	-1.071402	14	97	121	0.748
-2.094395	2.001437	0.381215	119	1	99	0.748
-1.570796	0.850607	-1.335383	118	21	100	0.748
-2.356194	1.247695	1.809890	3	97	126	0.748
1.047198	0.290380	-0.796960	122	136	103	0.748
-1.570796	2.592629	0.909713	124	136	103	0.747
-1.047198	2.356369	3.005869	117	134	110	0.747
1.047198	1.135813	-2.658866	113	135	105	0.747
0.000000	1.135813	-2.658866	119	23	105	0.747
2.879793	2.251330	-2.330739	19	101	124	0.747
-2.356194	0.850607	-1.335383	125	30	100	0.747
-1.832596	1.875281	0.107086	5	4	95	0.747
0.000000	2.379497	0.561089	4	111	113	0.747
2.879793	1.433411	-1.035986	112	137	105	0.747
1.308997	1.875281	0.107086	121	1	95	0.747
0.785398	0.290380	-0.796960	120	137	103	0.747
0.523599	2.393226	1.857173	14	110	120	0.747
-2.879793	1.875281	0.107086	9	102	118	0.747
-1.570796	1.721184	-0.153948	4	94	118	0.747
0.785398	0.571433	-1.188419	12	100	118	0.682
1.308997	2.001437	0.381215	121	8	96	0.681
1.832596	2.393226	1.857173	135	6	99	0.681
0.000000	0.960688	-0.577532	12	104	114	0.681
-0.523599	0.961715	0.014085	16	100	122	0.681
1.047198	2.153910	-1.714959	105	110	119	0.616
-2.094395	1.574060	2.783565	109	124	24	0.455
-2.356194	1.574060	2.783565	109	128	24	0.455
1.832596	1.836682	-0.676006	19	127	107	0.455
0.785398	1.113094	-0.272241	24	5	107	0.454
-1.308997	2.187132	-0.479875	23	126	107	0.454
0.523599	2.704512	1.488683	23	3	109	0.454
2.356194	2.379497	0.561089	126	31	35	0.454
-1.832596	0.203748	0.590255	103	131	11	0.454
2.617994	1.836682	-0.676006	23	137	107	0.454
-2.356194	1.699788	2.452890	105	126	19	0.454
0.000000	2.295480	1.008277	21	135	105	0.454
0.000000	2.407836	1.410646	30	0	112	0.454
1.832596	1.683268	0.374177	112	109	118	0.389
-1.832596	1.599406	1.426070	117	130	105	0.388
-2.617994	1.875281	0.107086	110	128	113	0.388
